,CustomerID,TotalRevenue,Orders,FirstPurchase,LastPurchase,DaysActive,AvgOrderValue,PurchaseFreq,ValueSegment
24,12374,742.9300000000001,1,2011-11-14 15:37:00,2011-11-14 15:37:00,0,742.9300000000001,1.0,Medium
25,12375,457.5,2,2011-09-02 14:23:00,2011-11-29 10:36:00,87,228.75,0.5128205128205129,Medium
26,12377,1628.12,2,2010-12-20 09:37:00,2011-01-28 15:45:00,39,814.06,0.8695652173913044,High
27,12378,4008.62,1,2011-08-02 10:34:00,2011-08-02 10:34:00,0,4008.62,1.0,High
28,12379,852.24,2,2011-06-22 16:32:00,2011-09-19 10:09:00,88,426.12,0.5084745762711864,Medium
29,12380,2724.8100000000004,4,2011-06-07 09:49:00,2011-11-18 11:27:00,164,681.2025000000001,0.6185567010309279,High
30,12381,1845.31,5,2011-08-12 09:57:00,2011-12-05 12:44:00,115,369.062,1.0344827586206895,High
31,12383,1850.56,5,2010-12-22 14:28:00,2011-06-08 08:02:00,167,370.11199999999997,0.7614213197969544,High
32,12384,585.27,2,2011-08-10 11:23:00,2011-11-11 08:39:00,92,292.635,0.49180327868852464,Medium
33,12386,401.9,2,2010-12-08 09:53:00,2011-01-06 12:37:00,29,200.95,1.0169491525423728,Medium
34,12388,2780.66,6,2011-01-17 11:12:00,2011-11-24 12:30:00,311,463.4433333333333,0.5278592375366569,High
35,12390,549.84,1,2011-09-21 09:33:00,2011-09-21 09:33:00,0,549.84,1.0,Medium
36,12391,460.89,1,2011-11-18 12:07:00,2011-11-18 12:07:00,0,460.89,1.0,Medium
37,12393,1582.6,4,2011-01-11 09:47:00,2011-09-28 15:41:00,260,395.65,0.4137931034482759,High
38,12394,1272.48,2,2011-05-06 14:01:00,2011-10-07 08:08:00,153,636.24,0.3278688524590164,High
39,12395,3018.63,12,2010-12-03 16:35:00,2011-11-20 15:21:00,351,251.5525,0.9448818897637796,High
40,12397,2409.8999999999996,2,2011-07-27 14:21:00,2011-11-04 09:52:00,99,1204.9499999999998,0.46511627906976744,High
41,12398,1635.6599999999999,1,2011-10-25 10:27:00,2011-10-25 10:27:00,0,1635.6599999999999,1.0,High
42,12399,1108.65,4,2011-03-23 09:42:00,2011-08-12 13:15:00,142,277.1625,0.6976744186046512,Medium
43,12401,84.3,1,2011-02-09 13:50:00,2011-02-09 13:50:00,0,84.3,1.0,Low
44,12402,225.6,1,2011-01-20 13:49:00,2011-01-20 13:49:00,0,225.6,1.0,Low
45,12403,427.7,1,2011-10-21 10:51:00,2011-10-21 10:51:00,0,427.7,1.0,Medium
46,12405,1710.39,1,2011-07-14 08:52:00,2011-07-14 08:52:00,0,1710.39,1.0,High
47,12406,3415.3,2,2011-06-09 10:23:00,2011-11-17 19:22:00,161,1707.65,0.31413612565445026,High
48,12407,1708.12,5,2011-03-20 13:21:00,2011-10-21 10:11:00,214,341.62399999999997,0.6147540983606558,High
49,12408,2888.55,5,2011-03-24 14:46:00,2011-11-07 12:27:00,227,577.71,0.5836575875486382,High
50,12409,11072.67,3,2011-06-10 12:19:00,2011-09-22 10:38:00,103,3690.89,0.6766917293233082,High
51,12410,693.3299999999999,2,2011-02-04 10:38:00,2011-02-04 10:39:00,0,346.66499999999996,2.0,Medium
52,12412,1226.88,3,2011-06-23 13:51:00,2011-09-26 10:16:00,94,408.96000000000004,0.7258064516129034,High
53,12413,758.1,3,2011-01-06 16:12:00,2011-10-04 09:00:00,270,252.70000000000002,0.3,Medium
54,12414,562.41,3,2011-02-02 14:51:00,2011-05-06 14:51:00,93,187.47,0.7317073170731708,Medium
55,12415,124914.53,21,2011-01-06 11:12:00,2011-11-15 14:22:00,313,5948.310952380953,1.836734693877551,High
56,12417,3649.1,9,2010-12-17 11:51:00,2011-12-06 14:52:00,354,405.4555555555555,0.703125,High
57,12418,668.58,1,2011-08-19 11:08:00,2011-08-19 11:08:00,0,668.58,1.0,Medium
58,12420,600.39,1,2011-10-07 08:55:00,2011-10-07 08:55:00,0,600.39,1.0,Medium
59,12421,807.04,4,2011-01-24 15:09:00,2011-11-24 09:07:00,303,201.76,0.3603603603603604,Medium
60,12422,803.56,3,2011-01-19 09:13:00,2011-09-05 09:48:00,229,267.8533333333333,0.3474903474903475,Medium
61,12423,1859.31,8,2010-12-21 10:54:00,2011-12-09 10:10:00,352,232.41375,0.6282722513089005,High
62,12424,1760.9600000000003,2,2011-06-30 12:06:00,2011-06-30 12:06:00,0,880.4800000000001,2.0,High
63,12425,777.2,1,2011-09-22 17:31:00,2011-09-22 17:31:00,0,777.2,1.0,Medium
64,12426,582.73,1,2011-05-29 12:26:00,2011-05-29 12:26:00,0,582.73,1.0,Medium
65,12427,825.8,3,2010-12-03 10:44:00,2011-11-18 08:56:00,349,275.26666666666665,0.237467018469657,Medium
66,12428,7956.46,9,2011-03-01 09:33:00,2011-11-14 08:22:00,257,884.0511111111111,0.9407665505226481,High
67,12429,3750.4,4,2010-12-09 12:05:00,2011-11-30 17:22:00,356,937.6,0.31088082901554404,High
68,12430,256.4,1,2011-10-27 15:09:00,2011-10-27 15:09:00,0,256.4,1.0,Low
69,12431,6487.45,15,2010-12-01 10:03:00,2011-11-04 11:55:00,338,432.49666666666667,1.2228260869565217,High
70,12432,5059.32,5,2011-06-20 13:27:00,2011-10-28 11:43:00,129,1011.8639999999999,0.9433962264150944,High
71,12433,13375.87,7,2010-12-01 13:24:00,2011-12-09 10:02:00,372,1910.8385714285716,0.5223880597014925,High
72,12434,806.14,2,2011-03-24 13:05:00,2011-09-16 12:38:00,175,403.07,0.29268292682926833,Medium
73,12435,7829.89,2,2011-03-17 07:40:00,2011-09-21 09:06:00,188,3914.945,0.27522935779816515,High
74,12436,509.01,1,2011-09-01 12:09:00,2011-09-01 12:09:00,0,509.01,1.0,Medium
75,12437,4951.41,18,2011-01-12 14:13:00,2011-12-08 11:35:00,329,275.0783333333333,1.5041782729805013,High
76,12438,2906.85,2,2011-07-22 13:29:00,2011-11-25 13:28:00,125,1453.425,0.3870967741935484,High
77,12441,173.55,1,2010-12-08 10:45:00,2010-12-08 10:45:00,0,173.55,1.0,Low
78,12442,172.06,1,2011-12-06 14:22:00,2011-12-06 14:22:00,0,172.06,1.0,Low
79,12444,5005.46,5,2011-06-21 14:00:00,2011-11-18 13:23:00,149,1001.092,0.8379888268156425,High
80,12445,133.4,1,2011-11-17 18:43:00,2011-11-17 18:43:00,0,133.4,1.0,Low
81,12446,1002.3100000000001,1,2011-10-13 12:50:00,2011-10-13 12:50:00,0,1002.3100000000001,1.0,Medium
82,12447,476.49,1,2011-04-10 13:25:00,2011-04-10 13:25:00,0,476.49,1.0,Medium
83,12448,449.45,1,2011-10-26 13:46:00,2011-10-26 13:46:00,0,449.45,1.0,Medium
84,12449,4067.29,4,2011-06-05 15:37:00,2011-11-17 13:46:00,164,1016.8225,0.6185567010309279,High
85,12450,197.88,2,2011-06-19 14:36:00,2011-07-06 14:41:00,17,98.94,1.2765957446808511,Low
86,12451,9035.52,5,2011-01-19 09:05:00,2011-11-29 08:40:00,313,1807.104,0.43731778425655976,High
87,12452,430.57,2,2011-11-23 08:05:00,2011-11-23 10:28:00,0,215.285,2.0,Medium
88,12453,707.09,1,2011-07-28 14:08:00,2011-07-28 14:08:00,0,707.09,1.0,Medium
89,12454,3528.34,1,2011-10-14 17:13:00,2011-10-14 17:13:00,0,3528.34,1.0,High
90,12455,2466.86,6,2011-02-16 09:56:00,2011-09-27 15:31:00,223,411.1433333333334,0.7114624505928854,High
91,12456,3181.04,3,2011-03-30 09:12:00,2011-10-26 14:41:00,210,1060.3466666666666,0.375,High
92,12457,2363.23,7,2011-04-14 18:57:00,2011-10-04 13:13:00,172,337.6042857142857,1.0396039603960396,High
93,12458,947.4000000000001,2,2011-02-28 10:55:00,2011-09-29 15:25:00,213,473.70000000000005,0.2469135802469136,Medium
94,12461,826.88,2,2011-07-08 10:23:00,2011-09-06 16:57:00,60,413.44,0.6666666666666666,Medium
95,12462,1189.5900000000001,2,2011-02-09 14:44:00,2011-11-21 09:11:00,284,594.7950000000001,0.19108280254777069,Medium
96,12463,1344.78,4,2011-04-12 12:47:00,2011-10-17 13:44:00,188,336.195,0.5504587155963303,High
97,12464,1212.05,8,2011-02-03 13:30:00,2011-11-29 13:33:00,299,151.50625,0.729483282674772,High
98,12465,742.19,2,2011-06-23 13:37:00,2011-11-22 16:34:00,152,371.095,0.32967032967032966,Medium
99,12468,729.5400000000001,2,2011-01-27 13:29:00,2011-06-05 11:36:00,128,364.77000000000004,0.379746835443038,Medium
100,12471,19824.05,30,2010-12-10 09:35:00,2011-12-07 15:43:00,362,660.8016666666666,2.295918367346939,High
101,12472,6572.110000000001,7,2010-12-05 14:19:00,2011-11-07 14:01:00,336,938.8728571428572,0.5737704918032788,High
102,12473,3938.55,5,2011-06-01 10:15:00,2011-11-10 13:46:00,162,787.71,0.78125,High
103,12474,7375.79,18,2011-01-14 10:06:00,2011-11-22 14:39:00,312,409.7661111111111,1.5789473684210527,High
104,12475,723.38,1,2011-10-17 10:10:00,2011-10-17 10:10:00,0,723.38,1.0,Medium
105,12476,6816.42,11,2010-12-13 14:39:00,2011-11-24 12:40:00,345,619.6745454545454,0.88,High
106,12477,13219.74,6,2011-02-11 12:45:00,2011-11-17 09:51:00,278,2203.29,0.5844155844155844,High
107,12478,680.99,1,2011-12-06 09:56:00,2011-12-06 09:56:00,0,680.99,1.0,Medium
108,12479,527.2,1,2011-11-28 13:26:00,2011-11-28 13:26:00,0,527.2,1.0,Medium
109,12480,3281.63,4,2011-01-07 15:27:00,2011-11-11 14:52:00,307,820.4075,0.3560830860534125,High
110,12481,5596.320000000001,10,2010-12-09 10:13:00,2011-11-17 08:29:00,342,559.6320000000001,0.8064516129032258,High
111,12483,2484.98,8,2011-01-04 14:20:00,2011-11-22 17:02:00,322,310.6225,0.6818181818181819,High
112,12484,4541.72,6,2011-01-07 14:04:00,2011-11-07 11:37:00,303,756.9533333333334,0.5405405405405406,High
113,12488,1298.66,3,2011-09-25 10:34:00,2011-11-30 08:50:00,65,432.8866666666667,0.9473684210526316,High
114,12489,334.93,1,2011-01-07 13:13:00,2011-01-07 13:13:00,0,334.93,1.0,Low
115,12490,5417.93,10,2011-01-14 09:13:00,2011-12-04 16:07:00,324,541.793,0.847457627118644,High
116,12491,460.40000000000003,1,2011-11-01 12:18:00,2011-11-01 12:18:00,0,460.40000000000003,1.0,Medium
117,12492,263.21000000000004,2,2011-08-26 14:51:00,2011-10-07 15:15:00,42,131.60500000000002,0.8333333333333334,Low
118,12493,433.74,2,2011-05-26 14:53:00,2011-06-27 10:17:00,31,216.87,0.9836065573770493,Medium
119,12494,1246.1000000000001,7,2010-12-09 11:31:00,2011-11-24 09:34:00,349,178.01428571428573,0.554089709762533,High
120,12497,1043.1,1,2011-09-19 12:29:00,2011-09-19 12:29:00,0,1043.1,1.0,Medium
121,12498,403.7,3,2011-10-13 09:30:00,2011-11-18 12:53:00,36,134.56666666666666,1.3636363636363635,Medium
122,12500,4257.82,11,2011-01-10 09:48:00,2011-11-16 16:20:00,310,387.07454545454544,0.9705882352941176,High
123,12501,2169.39,1,2011-01-07 12:28:00,2011-01-07 12:28:00,0,2169.39,1.0,High
124,12502,3723.87,5,2011-02-03 10:41:00,2011-09-05 11:52:00,214,744.774,0.6147540983606558,High
125,12504,482.04999999999995,2,2011-11-09 14:56:00,2011-11-21 16:02:00,12,241.02499999999998,1.4285714285714286,Medium
126,12506,73.5,1,2011-04-21 08:54:00,2011-04-21 08:54:00,0,73.5,1.0,Low
127,12507,1304.81,3,2011-02-14 09:24:00,2011-07-28 17:09:00,164,434.93666666666667,0.4639175257731959,High
128,12508,398.27,2,2011-11-10 16:27:00,2011-11-13 15:37:00,2,199.135,1.875,Medium
129,12509,176.5,1,2011-02-28 14:45:00,2011-02-28 14:45:00,0,176.5,1.0,Low
130,12510,982.5699999999999,2,2011-01-18 14:04:00,2011-07-20 10:15:00,182,491.28499999999997,0.2830188679245283,Medium
131,12512,138.03,2,2011-10-04 14:53:00,2011-10-04 14:55:00,0,69.015,2.0,Low
132,12513,612.29,1,2011-08-19 10:51:00,2011-08-19 10:51:00,0,612.29,1.0,Medium
133,12514,1017.68,1,2011-03-17 16:38:00,2011-03-17 16:38:00,0,1017.68,1.0,Medium
134,12515,383.7,1,2010-12-21 15:43:00,2010-12-21 15:43:00,0,383.7,1.0,Low
135,12516,1312.06,2,2011-06-12 11:37:00,2011-09-23 09:13:00,102,656.03,0.45454545454545453,High
136,12517,2502.84,5,2011-06-02 15:13:00,2011-11-11 14:04:00,161,500.56800000000004,0.7853403141361257,High
137,12518,2056.89,5,2011-08-21 13:18:00,2011-12-09 10:13:00,109,411.378,1.0791366906474822,High
138,12519,340.84,1,2011-10-07 09:26:00,2011-10-07 09:26:00,0,340.84,1.0,Low
139,12520,2634.26,5,2011-03-11 11:35:00,2011-09-21 15:23:00,194,526.8520000000001,0.6696428571428571,High
140,12521,599.68,1,2011-07-20 10:51:00,2011-07-20 10:51:00,0,599.68,1.0,Medium
141,12522,192.72,2,2011-10-19 14:41:00,2011-10-31 15:30:00,12,96.36,1.4285714285714286,Low
142,12523,1789.77,11,2011-01-12 09:43:00,2011-11-20 12:55:00,312,162.70636363636365,0.9649122807017544,High
143,12524,4485.719999999999,8,2011-01-10 10:35:00,2011-11-30 15:31:00,324,560.7149999999999,0.6779661016949152,High
144,12526,1316.6599999999999,3,2011-09-06 14:19:00,2011-12-09 12:09:00,93,438.8866666666666,0.7317073170731708,High
145,12527,348.71000000000004,3,2011-01-18 12:05:00,2011-09-19 11:55:00,243,116.23666666666668,0.32967032967032966,Low
146,12528,1933.48,6,2011-01-31 09:05:00,2011-11-30 14:40:00,303,322.24666666666667,0.5405405405405406,High
147,12530,1662.28,4,2011-01-07 10:04:00,2011-10-11 12:34:00,277,415.57,0.39087947882736157,High
148,12531,125.22,1,2011-11-25 11:12:00,2011-11-25 11:12:00,0,125.22,1.0,Low
149,12532,349.83000000000004,1,2011-11-09 13:47:00,2011-11-09 13:47:00,0,349.83000000000004,1.0,Low
150,12534,1089.18,1,2011-08-01 10:26:00,2011-08-01 10:26:00,0,1089.18,1.0,Medium
151,12535,716.3499999999999,2,2011-06-06 12:47:00,2011-09-09 08:48:00,94,358.17499999999995,0.48387096774193555,Medium
152,12536,12601.830000000002,3,2011-10-11 14:52:00,2011-10-27 14:20:00,15,4200.610000000001,2.0,High
153,12538,363.95,1,2011-11-10 17:16:00,2011-11-10 17:16:00,0,363.95,1.0,Low
154,12539,5568.35,4,2011-01-10 09:11:00,2011-11-17 13:30:00,311,1392.0875,0.3519061583577712,High
155,12540,13400.24,17,2010-12-13 09:39:00,2011-11-20 11:31:00,342,788.2494117647059,1.3709677419354838,High
156,12541,981.18,3,2011-03-04 09:32:00,2011-11-10 10:40:00,251,327.06,0.32028469750889677,Medium
157,12544,372.7,1,2011-11-03 16:15:00,2011-11-03 16:15:00,0,372.7,1.0,Low
158,12545,1000.39,2,2011-03-25 12:04:00,2011-09-25 13:39:00,184,500.195,0.2803738317757009,Medium
159,12546,1161.5,2,2011-09-23 09:44:00,2011-10-24 12:09:00,31,580.75,0.9836065573770493,Medium
160,12547,207.8,2,2011-03-04 12:46:00,2011-05-26 12:38:00,82,103.9,0.5357142857142857,Low
161,12548,95.19999999999999,1,2011-06-26 15:35:00,2011-06-26 15:35:00,0,95.19999999999999,1.0,Low
162,12550,964.83,1,2011-09-21 14:35:00,2011-09-21 14:35:00,0,964.83,1.0,Medium
163,12551,168.0,1,2010-12-17 11:23:00,2010-12-17 11:23:00,0,168.0,1.0,Low
164,12552,437.82,2,2011-10-31 12:11:00,2011-11-01 10:02:00,0,218.91,2.0,Medium
165,12553,3692.2799999999997,10,2011-01-14 10:42:00,2011-12-01 16:38:00,321,369.22799999999995,0.8547008547008548,High
166,12556,603.71,2,2011-07-11 13:35:00,2011-10-20 13:06:00,100,301.855,0.46153846153846145,Medium
167,12557,11990.960000000001,5,2010-12-03 12:20:00,2011-11-23 16:59:00,355,2398.192,0.3896103896103896,High
168,12558,269.96,1,2011-12-02 10:41:00,2011-12-02 10:41:00,0,269.96,1.0,Low
169,12559,561.71,2,2011-01-24 10:12:00,2011-02-02 09:49:00,8,280.855,1.5789473684210527,Medium
170,12560,2134.01,3,2011-07-19 15:55:00,2011-12-04 13:54:00,137,711.3366666666667,0.5389221556886228,High
171,12561,238.85,1,2011-02-10 11:39:00,2011-02-10 11:39:00,0,238.85,1.0,Low
172,12562,3781.74,7,2011-05-25 12:44:00,2011-12-01 17:20:00,190,540.2485714285714,0.9545454545454546,High
173,12564,456.9,1,2011-03-23 14:55:00,2011-03-23 14:55:00,0,456.9,1.0,Medium
174,12565,145.92,1,2011-02-24 10:34:00,2011-02-24 10:34:00,0,145.92,1.0,Low
175,12566,351.65,1,2011-09-14 14:30:00,2011-09-14 14:30:00,0,351.65,1.0,Low
176,12567,9401.28,10,2010-12-05 11:57:00,2011-11-17 11:02:00,346,940.128,0.7978723404255319,High
177,12569,4124.6900000000005,32,2011-04-01 13:47:00,2011-12-07 16:24:00,250,128.89656250000002,3.4285714285714284,High
178,12571,519.61,2,2011-08-10 12:35:00,2011-10-31 10:19:00,81,259.805,0.5405405405405405,Medium
179,12572,1020.4200000000001,2,2011-10-19 08:20:00,2011-12-01 09:20:00,43,510.21000000000004,0.821917808219178,Medium
180,12573,160.54000000000002,1,2011-04-26 15:52:00,2011-04-26 15:52:00,0,160.54000000000002,1.0,Low
181,12574,218.45,1,2011-01-28 09:20:00,2011-01-28 09:20:00,0,218.45,1.0,Low
182,12576,1315.83,5,2011-02-08 11:31:00,2011-11-04 10:11:00,268,263.166,0.5033557046979865,High
183,12577,657.8,3,2010-12-15 16:21:00,2011-11-04 13:24:00,323,219.26666666666665,0.254957507082153,Medium
184,12578,2794.51,2,2011-01-13 15:34:00,2011-11-18 13:30:00,308,1397.255,0.17751479289940827,High
185,12579,440.42,1,2011-09-22 17:15:00,2011-09-22 17:15:00,0,440.42,1.0,Medium
186,12580,415.7,1,2011-04-07 10:24:00,2011-04-07 10:24:00,0,415.7,1.0,Medium
187,12581,197.71,1,2011-10-31 08:56:00,2011-10-31 08:56:00,0,197.71,1.0,Low
188,12582,511.36,2,2011-02-24 11:42:00,2011-04-15 08:45:00,49,255.68,0.759493670886076,Medium
189,12583,7281.38,15,2010-12-01 08:45:00,2011-12-07 08:07:00,370,485.42533333333336,1.125,High
190,12584,2338.15,9,2011-03-04 15:15:00,2011-12-06 09:35:00,276,259.7944444444445,0.8823529411764707,High
191,12585,2040.1,2,2010-12-23 12:58:00,2011-04-19 13:39:00,117,1020.05,0.4081632653061224,High
192,12586,196.94000000000003,1,2011-11-22 16:24:00,2011-11-22 16:24:00,0,196.94000000000003,1.0,Low
193,12587,144.0,1,2011-12-02 12:47:00,2011-12-02 12:47:00,0,144.0,1.0,Low
194,12588,214.89999999999998,1,2011-10-31 15:01:00,2011-10-31 15:01:00,0,214.89999999999998,1.0,Low
195,12589,646.6800000000001,2,2011-07-18 12:05:00,2011-11-11 10:19:00,115,323.34000000000003,0.4137931034482758,Medium
196,12590,9864.26,2,2011-05-12 14:46:00,2011-05-12 14:52:00,0,4932.13,2.0,High
197,12591,452.84999999999997,1,2011-01-26 14:35:00,2011-01-26 14:35:00,0,452.84999999999997,1.0,Medium
198,12592,437.6,2,2011-05-10 13:44:00,2011-09-08 15:04:00,121,218.8,0.3973509933774835,Medium
199,12593,418.1,3,2011-05-05 09:29:00,2011-08-23 12:43:00,110,139.36666666666667,0.6428571428571429,Medium
200,12594,3338.2200000000003,10,2011-01-21 09:52:00,2011-11-02 12:20:00,285,333.822,0.9523809523809523,High
201,12596,618.27,2,2011-04-11 13:22:00,2011-10-19 13:02:00,190,309.135,0.27272727272727276,Medium
202,12597,3811.22,4,2011-03-16 14:00:00,2011-11-20 13:33:00,248,952.805,0.4316546762589928,High
203,12598,3023.08,8,2011-02-28 11:58:00,2011-11-30 12:18:00,275,377.885,0.7868852459016394,High
204,12599,1032.58,7,2011-02-08 13:28:00,2011-11-10 13:34:00,275,147.51142857142855,0.6885245901639344,Medium
205,12600,2599.04,10,2010-12-03 12:57:00,2011-11-11 10:29:00,342,259.904,0.8064516129032258,High
206,12601,577.06,5,2011-01-11 10:38:00,2011-06-03 10:17:00,142,115.41199999999999,0.872093023255814,Medium
207,12602,153.12,1,2011-10-12 11:22:00,2011-10-12 11:22:00,0,153.12,1.0,Low
208,12603,739.1999999999999,1,2011-11-18 10:42:00,2011-11-18 10:42:00,0,739.1999999999999,1.0,Medium
209,12604,254.18,2,2011-03-23 12:06:00,2011-09-21 14:08:00,182,127.09,0.2830188679245283,Low
210,12607,1579.51,1,2011-10-10 16:06:00,2011-10-10 16:06:00,0,1579.51,1.0,High
211,12609,1126.85,3,2011-01-25 15:13:00,2011-09-22 16:34:00,240,375.6166666666666,0.3333333333333333,Medium
212,12610,2099.54,5,2011-08-05 13:52:00,2011-11-17 09:34:00,103,419.908,1.1278195488721805,High
213,12611,1193.32,1,2011-10-18 13:12:00,2011-10-18 13:12:00,0,1193.32,1.0,Medium
214,12612,704.0400000000001,1,2011-09-26 15:35:00,2011-09-26 15:35:00,0,704.0400000000001,1.0,Medium
215,12613,3344.38,5,2011-03-22 15:42:00,2011-10-13 14:59:00,204,668.876,0.6410256410256411,High
216,12614,315.6,1,2011-03-07 10:22:00,2011-03-07 10:22:00,0,315.6,1.0,Low
217,12615,2291.19,4,2011-06-24 13:35:00,2011-12-07 15:02:00,166,572.7975,0.6122448979591837,High
218,12616,713.3,2,2011-02-15 14:17:00,2011-09-05 15:17:00,202,356.65,0.25862068965517243,Medium
219,12617,355.53,1,2011-11-10 14:39:00,2011-11-10 14:39:00,0,355.53,1.0,Low
220,12618,177.31,1,2011-11-18 11:10:00,2011-11-18 11:10:00,0,177.31,1.0,Low
221,12619,3641.24,9,2011-03-31 13:10:00,2011-11-23 14:52:00,237,404.5822222222222,1.0112359550561798,High
222,12620,1339.4099999999999,3,2011-05-19 12:10:00,2011-11-25 10:20:00,189,446.46999999999997,0.4109589041095891,High
223,12621,13689.67,20,2010-12-09 10:16:00,2011-12-08 11:25:00,364,684.4835,1.5228426395939088,High
224,12622,180.1,1,2011-04-21 16:39:00,2011-04-21 16:39:00,0,180.1,1.0,Low
225,12623,305.1,1,2011-03-08 13:50:00,2011-03-08 13:50:00,0,305.1,1.0,Low
226,12624,641.13,2,2011-06-15 12:34:00,2011-08-25 15:04:00,71,320.565,0.594059405940594,Medium
227,12625,2683.8199999999997,2,2011-01-24 13:27:00,2011-05-12 09:54:00,107,1341.9099999999999,0.43795620437956206,High
228,12626,6620.48,9,2011-01-17 11:01:00,2011-11-16 16:06:00,303,735.6088888888888,0.8108108108108109,High
229,12627,4478.53,7,2011-07-22 13:59:00,2011-11-29 12:07:00,129,639.79,1.3207547169811322,High
230,12628,786.46,3,2011-10-06 09:28:00,2011-12-05 13:15:00,60,262.15333333333336,1.0,Medium
231,12630,1270.88,2,2011-10-27 10:41:00,2011-11-30 10:48:00,34,635.44,0.9375,High
232,12631,640.5,1,2011-10-13 13:53:00,2011-10-13 13:53:00,0,640.5,1.0,Medium
233,12633,2163.98,4,2011-02-25 08:44:00,2011-10-12 11:40:00,229,540.995,0.46332046332046334,High
234,12635,1689.1799999999998,2,2011-07-08 08:43:00,2011-09-11 11:04:00,65,844.5899999999999,0.6315789473684211,High
235,12637,6021.900000000001,8,2011-01-20 10:47:00,2011-10-03 13:46:00,256,752.7375000000001,0.8391608391608392,High
236,12638,671.69,1,2011-11-06 13:11:00,2011-11-06 13:11:00,0,671.69,1.0,Medium
237,12639,486.1,1,2011-04-15 12:48:00,2011-04-15 12:48:00,0,486.1,1.0,Medium
238,12640,1174.5800000000002,3,2011-09-19 12:01:00,2011-11-16 11:52:00,57,391.5266666666667,1.0344827586206897,Medium
239,12641,185.9,1,2011-08-16 13:26:00,2011-08-16 13:26:00,0,185.9,1.0,Low
240,12642,1013.26,3,2011-08-24 09:23:00,2011-11-14 15:03:00,82,337.75333333333333,0.8035714285714286,Medium
241,12643,3344.6400000000003,6,2011-01-11 11:48:00,2011-08-03 12:56:00,204,557.44,0.7692307692307693,High
242,12644,477.91,1,2011-08-02 10:33:00,2011-08-02 10:33:00,0,477.91,1.0,Medium
243,12645,1775.18,4,2011-01-27 13:08:00,2011-11-06 12:38:00,282,443.795,0.3846153846153846,High
244,12646,1346.9699999999998,2,2011-10-21 12:52:00,2011-12-05 10:14:00,44,673.4849999999999,0.8108108108108107,High
245,12647,3722.8199999999997,12,2010-12-05 14:02:00,2011-11-17 12:56:00,346,310.23499999999996,0.9574468085106383,High
246,12648,318.05,1,2011-07-08 11:55:00,2011-07-08 11:55:00,0,318.05,1.0,Low
247,12649,623.51,3,2011-05-11 14:37:00,2011-08-24 14:41:00,105,207.83666666666667,0.6666666666666666,Medium
248,12650,314.44,1,2011-12-06 16:34:00,2011-12-06 16:34:00,0,314.44,1.0,Low
